,Title,Published_date,Views,Likes,Comments
1525,"[Hindi] Numpy Argsort, Argmin, Argmax And Other Tips - Python Data Science and Big Data Tutorials",2018-08-27T04:30:01Z,20947,1024,54
1526,Python Program To Check Whether A Number Is A Palindrome Or Not,2018-08-26T18:26:52Z,25324,729,64
1527,Python Program To Calculate Factorial,2018-08-26T11:34:28Z,13870,365,31
1528,Do You Need A CS Degree To Get A Programming Job Or Interview?,2018-08-26T02:30:00Z,84393,6234,532
1529,"[Hindi] Axis, Sorting & Useful Numpy Functions-Python Data Science and Big Data Tutorials in Hindi",2018-08-25T13:02:18Z,26943,1630,122
1530,[Hindi] Can We Write Our Own Python Package (Make your own python package)?,2018-08-24T18:15:31Z,2481,127,40
1531,[Hindi] Python Numpy Array Functions and Slicing-Python Data Science and Big Data Tutorials in Hindi,2018-08-21T18:13:11Z,50332,2194,300
1532,[Hindi] Numpy Python Tutorial For Beginners | Python Data Science and Big Data Tutorials In Hindi,2018-08-20T17:04:32Z,60183,2368,387
1533,[Hindi] Jupyter Notebook Installation and demo | Python Data Science and Big Data Tutorials In Hindi,2018-08-19T08:31:51Z,134385,4861,638
1534,"[Hindi] What, Why And How of Big Data Analysis | Python Data Science and Big Data Tutorials In Hindi",2018-08-18T10:27:10Z,132354,5657,303
1535,Join Function In Python Explained | Advanced python tutorials in Hindi,2018-08-17T15:36:37Z,8823,384,66
1536,Format Function In Python Explained | Advanced python tutorials in Hindi,2018-08-17T13:05:05Z,15913,489,72
1537,[Hindi] Deleting A Local/Remote Branch In Git - Git and GitHub Tutorials for beginners #11,2018-08-16T19:27:21Z,13059,740,183
1538,[Hindi] Branches In Git - Git and GitHub Tutorials for beginners #10,2018-08-16T18:38:50Z,15451,840,126
1539,Enumerate Function In Python Explained | Advanced python tutorials in Hindi,2018-08-16T11:45:00Z,8812,307,20
1540,[Hindi] Fixing The Add Post Bug - Web Development Using Flask and Python #23,2018-08-16T02:45:00Z,10918,313,31
1541,[Hindi] Bisect Module In Python Explained | Advanced python tutorials in Hindi,2018-08-15T15:51:08Z,8638,400,43
1542,[Hindi] Advanced List Slicing In Python Explained | Advanced python tutorials in Hindi,2018-08-15T13:49:21Z,9092,388,55
1543,[Hindi] Ignoring Files In Git By Adding .gitignore File - Git and GitHub Tutorials for beginners #9,2018-08-14T03:41:19Z,14725,643,20
1544,[Hindi] Cloning A Git Repository - Git and GitHub Tutorials for beginners #8,2018-08-13T02:45:00Z,63604,1367,44
1545,[Hindi] Git add -A and Git add . difference - Git and GitHub Tutorials for beginners #7,2018-08-12T10:58:48Z,14129,522,19
1546,[Hindi] Scanning Changes To Files Using git diff command - Git and GitHub Tutorials for beginners #6,2018-08-12T06:08:58Z,23338,849,28
1547,[Hindi] Pushing and Pulling Code From Git - Git and GitHub Tutorials for beginners #5,2018-08-11T08:48:36Z,126005,2383,115
1548,[Hindi] Git Three Stage Architecture - Git and GitHub Tutorials for beginners #4,2018-08-09T17:40:24Z,36412,1633,50
1549,[Hindi] Our First Git Repository - Git and GitHub Tutorials for beginners #3,2018-08-08T16:06:04Z,63680,4096,123
1550,[Hindi] Installing Git - Git and GitHub Tutorials for beginners #2,2018-08-07T13:48:46Z,69978,2181,51
1551,[Hindi] Introduction To Git - Git and GitHub Tutorials for beginners #1,2018-08-07T05:01:01Z,125442,3610,76
1552,[Hindi] Hosting The Blog On A Server - Web Development Using Flask and Python #22,2018-08-06T16:32:09Z,19357,442,88
1553,[Hindi] Pickle Module In Python Explained!,2018-08-06T12:30:00Z,6644,233,42
1554,[Hindi] Purchasing A Domain Name From Godaddy- Web Development Using Flask and Python #21,2018-08-05T18:25:53Z,16045,507,34
1555,[Hindi] Uploading Flask Blog To GitHub - Web Development Using Flask and Python #20,2018-08-05T14:30:01Z,18058,526,63
1556,[Hindi] Creating Pagination In Flask - Web Development Using Flask and Python #19,2018-08-05T10:41:24Z,17135,712,81
1557,[Hindi] Deleting BlogPosts In Flask - Web Development Using Flask and Python #18,2018-08-05T08:55:30Z,10739,569,40
1558,[Hindi] Uploading Files In Flask - Web Development Using Flask and Python #17,2018-08-05T05:29:02Z,25831,753,123
1559,[Hindi] Adding New Posts To Flask Blog - Web Development Using Flask and Python #16,2018-08-05T03:30:02Z,22979,606,145
1560,"[Hindi] Edit, Delete and File Upload - Web Development Using Flask and Python #15",2018-08-04T12:30:00Z,27713,961,155
1561,[Hindi] Fastest way to learn web development in 2021!,2018-08-04T04:18:05Z,12441,606,80
1562,What Is Virtual Private Server? | VPS explained in Hindi,2018-08-03T12:57:23Z,9394,492,50
1563,[Hindi] Creating Admin Dashboard - Web Development Using Flask and Python #14,2018-08-03T04:35:45Z,30010,1039,67
1564,[Hindi] How To Find Execution Time Of A Python Program Using Time Module?,2018-08-02T12:05:27Z,52988,1069,59
1565,[Hindi] Designing The Blog's Homepage - Web Development Using Flask and Python #13,2018-08-02T02:30:00Z,24510,955,80
1566,[Hindi] But What is* Git and GitHub??,2018-08-01T11:30:00Z,144605,7266,123
1567,[Solved] No module named MySQLdb,2018-08-01T09:26:01Z,43013,762,256
1568,[Hindi] Creating Our First Flask Post In Hindi - Web Development Using Flask and Python #12,2018-08-01T06:48:47Z,33862,1184,204
1569,[Hindi] Sending Emails Using Flask - Web Development Using Flask and Python #11,2018-07-30T16:36:18Z,34130,1269,231
1570,[Hindi] Making Parameters Configurable - Web Development Using Flask and Python #10,2018-07-30T03:17:10Z,37284,1989,282
1571,[Hindi] Flask SQLAlchemy Tutorial In Hindi - Web Development Using Flask and Python #9,2018-07-29T08:08:52Z,76407,2290,541
1572,[Hindi] Connecting to the Database - Web Development Using Flask and Python #8,2018-07-28T12:47:20Z,78888,2453,161
1573,[Hindi] Template Inheritance In Jinja2 - Web Development Using Flask and Python #7,2018-07-28T05:01:19Z,55321,2455,316
1574,[Hindi] Creating A Tech Blog - Web Development Using Flask and Python #6,2018-07-27T06:08:15Z,74578,2943,440
1575,[Hindi] Jinja Templating Basics - Web Development Using Flask and Python #5,2018-07-26T05:02:52Z,79774,2485,110
1576,[Hindi] Simple Bootstrap Site - Web Development Using Flask and Python #4,2018-07-25T05:07:40Z,82691,1980,155
1577,[Hindi] Static and Templates folder - Web Development Using Flask and Python #3,2018-07-24T15:20:07Z,116932,2984,335
1578,[Hindi] Creating Our First Flask App - Web Development Using Flask and Python #2,2018-07-24T03:46:54Z,159576,4610,337
1579,[Hindi] How Websites Work - Web Development Using Flask and Python #1,2018-07-23T04:24:10Z,235881,6604,251
1580,[Hindi] Lambda functions in python in Hindi | Advanced python in Hindi,2018-07-22T12:46:42Z,13113,479,46
1581,"Map, Filter and Reduce in Python |  Advanced Python in Hindi",2018-07-18T13:04:46Z,12348,545,39
1582,"List Comprehension, Dictionary Comprehension And Generator Comprehension | Advanced Python in Hindi",2018-07-16T15:01:25Z,12347,473,48
1583,"[Hindi] Iterators, Iterables and Generators in python explained | Advanced python tutorials in Hindi",2018-07-15T12:24:44Z,32627,1201,61
1584,[Hindi] Virtual Environment (venv) in python explained | Advanced python tutorials in Hindi,2018-07-11T08:16:09Z,27382,768,77
1585,"[Hindi] Try, Except, Else and Finally in python explained | Advanced python tutorials in Hindi",2018-07-09T17:39:43Z,21241,710,39
1586,[Hindi] *args and **kwargs in python explained | Advanced python tutorials in Hindi,2018-07-08T09:47:29Z,24488,848,66
1587,"[Hindi] if __name__ == ""__main__"" in python explained | Advanced python in Hindi",2018-07-07T11:31:11Z,83159,2038,102
1588,[Hindi] Inheritance In Python oops | Object Oriented Programming In Python Tutorial #7,2018-06-20T09:55:46Z,25352,879,45
1589,[Hindi] Static Methods In Python oops | Object Oriented Programming In Python Tutorial #6,2018-06-16T08:33:21Z,24199,828,37
1590,[Hindi] Class Methods As Alternative Constructor | Object Oriented Programming In Python Tutorial #5,2018-06-15T08:40:49Z,31132,932,39
1591,[Hindi] Class Methods In Python | Object Oriented Programming Using Python Tutorial #4,2018-06-14T11:47:39Z,42716,1269,89
1592,[Hindi] Instance and Class Variables | Object Oriented Programming Using Python Tutorial #3,2018-06-13T12:50:45Z,60802,1947,192
1593,"[Hindi] Classes, Objects and Constructors | Object Oriented Programming Using Python Tutorial #2",2018-06-10T04:47:32Z,85447,2708,130
1594,[Hindi] Why OOPs In Python? | Object Oriented Programming Using Python Programming Tutorial #1,2018-06-09T13:40:45Z,114083,3759,148
1595,Creating a Realtime PHP Chatroom Using PHP & Jquery #7,2018-06-09T08:46:42Z,21398,478,118
1596,Creating a Realtime PHP Chatroom Using PHP & Jquery #6,2018-06-08T14:49:10Z,10394,205,51
1597,Creating a Realtime PHP Chatroom Using PHP & Jquery #5,2018-06-08T04:36:27Z,8551,228,24
1598,Creating a Realtime PHP Chatroom Using PHP & Jquery #4,2018-06-07T17:06:17Z,9664,250,40
1599,Creating a Realtime PHP Chatroom Using PHP & Jquery #3,2018-06-07T15:25:28Z,12255,422,51
1600,Creating a Realtime PHP Chatroom Using PHP & Jquery #2,2018-06-07T07:57:39Z,24107,511,36
1601,Creating a Realtime PHP Chatroom Using PHP & Jquery #1,2018-06-06T16:41:59Z,61099,1268,84
1602,Learn Php In One Video In Hindi - हिंदी में,2018-06-05T19:18:12Z,188451,5833,277
1603,[Solved] 'No python interpreter configured for the project' in Pycharm,2018-06-05T02:56:21Z,60648,524,82
1604,Learn Python In Hindi In One Video - हिंदी में,2018-06-04T13:59:02Z,245164,8230,570
1605,"[Solved] The term 'pip' is not recognized as the name of a cmdlet, function, or operable program",2018-06-01T07:02:50Z,219620,4931,658
1606,Learn JavaScript In One Video In Hindi (2021),2018-05-13T16:22:37Z,326162,8643,568
1607,[Hindi] Which Programming Language to Learn First?,2018-05-12T09:55:59Z,43492,1400,115
1608,[Hindi] Top 5 Programming Languages Everyone Should Learn!,2018-05-11T17:44:56Z,69841,3423,416
